SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,March-17-2017,Vacant Land,99999 Merritt,Asheville,NC,28801,147400,0,,Asheville,,9147,,390,,,Sold,,,http://www.redfin.com/NC/Asheville/99999-Merritt-St-28801/home/112876469,NCMMLS,3241055,N,Y,35.589883,-82.562267
PAST SALE,,Vacant Land,99999 Merritt St,Asheville,NC,28801,80000,,,,,28314,,,,,,,,http://www.redfin.com/NC/Asheville/99999-Merritt-St-28801/home/111255055,,,N,Y,35.589359,-82.562396
PAST SALE,,Single Family Residential,21 Ora St,Asheville,NC,28801,140000,2,1.0,,1086,6970,1919,,129,,,,,http://www.redfin.com/NC/Asheville/21-Ora-St-28801/home/111189503,,,N,Y,35.5818642,-82.5612307
PAST SALE,,Single Family Residential,170 Blanton St,Asheville,NC,28801,125000,2,1.0,,1222,3920,1920,,102,,,,,http://www.redfin.com/NC/Asheville/170-Blanton-St-28801/home/111263290,,,N,Y,35.5815841,-82.5579032
PAST SALE,August-22-2017,Single Family Residential,112 Clingman Ave,Asheville,NC,28801,219500,2,2.0,Asheville,932,9147,1923,232,236,,Sold,,,http://www.redfin.com/NC/Asheville/112-Clingman-Ave-28801/home/102030529,CMLS,3253564,N,Y,35.5894153,-82.5635925
PAST SALE,April-14-2017,Single Family Residential,341 S French Broad Ave #125,Asheville,NC,28801,246000,4,2.5,Asheville,3240,21344,1980,362,76,,Sold,,,http://www.redfin.com/NC/Asheville/341-S-French-Broad-Ave-28801/unit-125/home/113067039,CMLS,3249988,N,Y,35.5819411,-82.5600687
PAST SALE,March-29-2017,Single Family Residential,35 Bartlett St,Asheville,NC,28801,190000,2,1.0,Asheville,1078,5662,1923,378,176,,Sold,,,http://www.redfin.com/NC/Asheville/35-Bartlett-St-28801/home/110955194,CMLS,3239493,N,Y,35.5829854,-82.5578821
PAST SALE,April-6-2018,Single Family Residential,271 S French Broad Ave,Asheville,NC,28801,343200,3,1.5,Asheville,2244,6098,1910,5,153,,Sold,,,http://www.redfin.com/NC/Asheville/271-S-French-Broad-Ave-28801/home/110862928,CMLS,3364874,N,Y,35.5843957,-82.5598997
PAST SALE,August-28-2017,Vacant Land,00 Bird Dog Unit Sub lot 16-20,Asheville,NC,28801,80000,0,,Asheville,,28314,,226,,,Sold,,,http://www.redfin.com/NC/Asheville/Bird-Dog-Way-28801/unit-Sub-lot-16-20/home/143144713,NCMMLS,3308906,N,Y,35.589349,-82.562416
PAST SALE,,Single Family Residential,121 Blanton St,Asheville,NC,28801,145000,3,1.5,,1152,13939,1981,,126,,,,,http://www.redfin.com/NC/Asheville/121-Blanton-St-28801/home/110862581,,,N,Y,35.5828764,-82.5573222
PAST SALE,October-6-2017,Single Family Residential,268 S French Broad Ave,Asheville,NC,28801,330100,5,3.0,Asheville,2184,12632,1980,187,151,,Sold,,,http://www.redfin.com/NC/Asheville/268-S-French-Broad-Ave-28801/home/111158146,CMLS,3307282,N,Y,35.5845716,-82.5593082
PAST SALE,June-1-2017,Single Family Residential,118 Blanton St,Asheville,NC,28801,148000,2,1.0,Asheville,1056,5227,1923,314,140,,Sold,,,http://www.redfin.com/NC/Asheville/118-Blanton-St-28801/home/110955879,CMLS,3238577,N,Y,35.5832451,-82.557787
PAST SALE,November-30-2017,Single Family Residential,168 S Grove St,Asheville,NC,28801,200000,3,1.0,Asheville,1038,4791,1929,132,193,,Sold,,,http://www.redfin.com/NC/Asheville/168-S-Grove-St-28801/home/111174800,CMLS,3321732,N,Y,35.5880796,-82.557618
PAST SALE,December-8-2015,Vacant Land,99999 John St #1,Asheville,NC,28801,60000,,,Asheville,,5227,,855,,,Sold,,,http://www.redfin.com/NC/Asheville/99999-John-St-28801/unit-1/home/145051094,CMLS,NCM594451,N,Y,35.580501,-82.5615808
PAST SALE,October-27-2016,Single Family Residential,30 Ora #116,Asheville,NC,28801,206000,2,1.0,E Riverside Urban Renewal Area,776,8712,1983,531,265,,Sold,,,http://www.redfin.com/NC/Asheville/30-Ora-St-28801/home/108490218,NCMMLS,3202101,N,Y,35.581587,-82.560862
PAST SALE,,Single Family Residential,25 Ora St,Asheville,NC,28801,90000,2,2.0,,871,6970,1919,,103,,,,,http://www.redfin.com/NC/Asheville/25-Ora-St-28801/home/111206522,,,N,Y,35.5817592,-82.5612518
